"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalHalfBath","TotalFullBath","TotalFinSF","AbvGrndRoomSize","YrSold_Garage_Difference","hasDeck","hasOpenPorch","hasEnlosedPorch","hasX3SsnPorch","hasScreenPorch","hasPool","hasFence"
"240",240,"1.5 stories","low density",52,9.07577987858049,"Reg","Lvl","Inside","Gtl","Edwards","Normal","1Fam","1.5 stories",6,4,4.18965474202643,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",3,2,1,"2",4.55387689160054,1,0,6.46458830368996,6.60123011872888,"GasA",2,"Y","FuseA",6.68336094576627,6.5366915975913,0,-Inf,0,0,1,1,3,1,5,7,"Typ",1,4,5,1949,5,1,5.39816270151775,3,3,"Y",0,4.94875989037817,0,0,0,4,2010,"Warranty Deed","Normal",113000,1,1,7.36581283720947,212.428571428571,4.12713438504509,"No","Yes","No","No","No",0,1
"241",241,"1 story (new styles)","floating",75,9.10497985631836,"Reg","Lvl","Inside","Gtl","Somerst","Normal","1Fam","1 story",8,5,1.09861228866811,1,"Gable","Shingle","Synthetic","Synthetic","Stone",3.61091791264422,"3","2","PConc",4,3,3,"6",6.98378996525813,1,0,6.19236248947487,7.35691824235602,"GasA",4,"Y","SBrkr",7.35691824235602,0,0,-Inf,1,0,2,0,3,1,5,7,"Typ",0,0,5,2008,5,2,6.62140565176413,3,3,"Y",4.97673374242057,5.12989871492307,0,0,0,4,2010,"Warranty Deed","Normal",262500,0,3,7.88004820097158,223.714285714286,1.09861228866811,"Yes","Yes","No","No","No",0,0
"242",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"243",243,"1.5 stories","medium-high density",63,8.51719319141624,"Reg","Lvl","Corner","Gtl","OldTown","Normal","1Fam","1.5 stories",5,4,4.67282883446191,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"1",0,1,0,6.29341927884648,6.29341927884648,"GasA",3,"N","FuseA",6.79122146272619,6.31354804627709,0,-Inf,0,0,1,0,3,1,5,6,"Typ",0,0,5,1940,5,1,5.8664680569333,2,3,"Y",0,0,4.35670882668959,0,0,4,2006,"Warranty Deed","Normal",79000,0,1,7.27239839257005,240,4.20469261939097,"No","No","Yes","No","No",0,0
"244",244,"projects","low density",75,9.28377669004936,"Reg","Lvl","Corner","Gtl","SawyerW","Normal","TwnhsE","2 stories",6,6,3.40119738166216,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",4,3,1,"1",0,1,0,6.44094654063292,6.44094654063292,"GasA",2,"Y","SBrkr",6.44094654063292,6.38350663488401,0,-Inf,0,0,1,1,3,1,5,6,"Typ",1,3,5,1980,5,1,5.66642668811243,3,3,"Y",0,3.36729582998647,0,0,0,4,2009,"Warranty Deed","Normal",120000,1,1,7.10414409298753,202.833333333333,3.40119738166216,"No","Yes","No","No","No",0,0
"245",245,"2 story newer","low density",85.8,9.09155683598622,"IR1","Lvl","Inside","Gtl","SawyerW","Normal","1Fam","2 stories",7,5,2.83321334405622,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"6",6.54534966033442,1,0,5.53733426701854,6.85540879860993,"GasA",4,"Y","SBrkr",7.10906213568717,6.7900972355139,0,-Inf,1,0,2,1,3,1,5,8,"Typ",2,2,5,1994,5,2,6.13988455222626,3,3,"Y",0,4.87519732320115,0,0,0,5,2010,"Warranty Deed","Normal",205000,1,3,7.9391588179568,263.75,2.83321334405622,"No","Yes","No","No","No",0,0
"246",246,"1 story (new styles)","low density",80,9.24956108512946,"Reg","Lvl","Inside","Gtl","NWAmes","Normal","1Fam","1 story",7,5,2.94443897916644,1,"Gable","Shingle","Stucco","Stucco","Brick",4.63472898822964,"2","2","CBlock",4,3,3,"6",6.8351845861473,1,0,6.82110747225646,7.5207764150628,"GasA",3,"Y","SBrkr",7.53529670244409,0,0,-Inf,0,1,2,0,3,1,5,6,"Typ",1,3,5,1988,5,2,6.40522845803084,3,3,"Y",5.28826703069454,3.68887945411394,0,0,0,6,2006,"Warranty Deed","Normal",241500,1,2,7.93773177526011,312,2.94443897916644,"Yes","Yes","No","No","No",0,0
"247",247,"projects","medium-high density",69,9.12063445889169,"Reg","Lvl","Inside","Gtl","OldTown","Normal","2fmCon","2 stories",6,8,4.57471097850338,0,"Gable","Shingle","Shingle","Shingle","None",0,"2","1","Stone",2,3,1,"1",0,1,0,6.92853781816467,6.92853781816467,"GasA",3,"N","FuseP",6.81234509417748,6.92853781816467,0,-Inf,0,0,2,0,4,2,5,9,"Typ",0,0,5,1910,5,1,6.08904487544685,1,1,"Y",0,4.11087386417331,4.72738781871234,0,0,4,2006,"Warranty Deed","Normal",137000,0,2,7.56423847517049,214.222222222222,4.57471097850338,"No","Yes","Yes","No","No",0,0
"248",248,"1 story (new styles)","low density",75,9.33344256911017,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",6,5,3.97029191355212,1,"Hip","Shingle","Stucco","Brick","None",0,"2","2","CBlock",3,3,1,"1",0,1,0,7.2211050981825,7.2211050981825,"GasA",4,"Y","SBrkr",7.22693601849329,0,0,-Inf,0,0,1,0,2,1,5,5,"Typ",1,3,5,1954,5,2,6.11368217983223,3,3,"Y",0,3.43398720448515,0,0,0,6,2006,"Warranty Deed","Normal",140000,0,1,7.22620901010067,275,3.97029191355212,"No","Yes","No","No","No",0,0
"249",249,"2 story newer","low density",72,9.33406129896594,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","2 stories",7,5,1.6094379124341,1,"Gable","Shingle","Synthetic","Synthetic","Brick",4.62497281328427,"3","2","PConc",4,3,1,"1",0,1,0,6.73459165997295,6.73459165997295,"GasA",4,"Y","SBrkr",6.73459165997295,6.7202201551353,0,-Inf,0,0,2,1,3,1,5,8,"Typ",0,0,5,2003,5,2,6.21660610108486,3,3,"Y",4.97673374242057,4.23410650459726,0,0,0,9,2007,"Warranty Deed","Normal",180000,1,2,7.41938058291869,208.5,1.6094379124341,"Yes","Yes","No","No","No",0,0
"250",250,"1.5 stories","low density",124.4,11.9766594812024,"IR2","Low","CulDSac","Sev","ClearCr","Normal","1Fam","1.5 stories",6,7,3.91202300542815,0,"Gable","Shingle","Stucco","Ply","Brick",6.15909538849193,"3","2","CBlock",4,3,4,"3",6.54821910276237,1,0,6.61740297797448,7.27586460054653,"GasA",3,"Y","SBrkr",7.27586460054653,6.55250788703459,0,-Inf,0,1,2,0,4,1,5,7,"Typ",2,3,5,1958,5,2,5.96614673912369,3,3,"Y",0,4.59511985013459,0,0,6.21660610108486,6,2007,"Warranty Deed","Normal",277000,1,2,7.95191138185419,306.285714285714,3.91202300542815,"No","Yes","No","No","No",0,0
"251",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"252",252,"projects","medium-high density",44,8.46589989702869,"IR1","HLS","Inside","Mod","Crawfor","Normal","TwnhsE","1 story",8,5,0.693147180559945,0,"Hip","Shingle","Synthetic","Synthetic","Stone",6.1779441140506,"3","2","PConc",4,3,4,"6",7.36137542897735,1,0,0,7.36137542897735,"GasA",4,"Y","SBrkr",7.39387829010776,0,0,-Inf,1,1,2,0,2,1,5,5,"Typ",1,4,5,2006,5,2,6.289715570909,3,3,"Y",4.82028156560504,0,0,5.03695260241363,0,12,2007,"Warranty Deed","Family",235000,1,3,8.0702808933939,325,0.693147180559945,"Yes","No","No","No","Yes",0,0
"253",253,"2 story newer","low density",65,9.03193115200214,"IR1","Lvl","Inside","Gtl","SawyerW","Normal","1Fam","2 stories",6,5,1.6094379124341,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"1",0,1,0,6.68336094576627,6.68336094576627,"GasA",4,"Y","SBrkr",6.68336094576627,6.73696695800186,0,-Inf,0,0,2,1,3,1,5,6,"Typ",0,0,5,2004,5,2,6.25575004175337,3,3,"Y",4.93447393313069,3.8286413964891,0,0,0,12,2008,"Warranty Deed","Normal",173000,1,2,7.40245152081824,273.333333333333,1.6094379124341,"Yes","Yes","No","No","No",0,0
"254",254,"split","low density",85,9.14313162228273,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","foyer",6,7,3.78418963391826,0,"Hip","Shingle","Ply","Ply","Brick",4.69134788222914,"2","2","CBlock",4,3,4,"2",5.6021188208797,5,6.36475075685191,6.11589212548303,7.17242457712485,"GasA",4,"Y","SBrkr",7.17242457712485,0,0,-Inf,0,1,2,0,3,1,5,7,"Min1",0,0,5,1964,5,1,5.73657229747919,3,3,"Y",5.8111409929767,0,0,0,0,10,2007,"Warranty Deed","Normal",158000,1,2,7.67415292128168,186,3.78418963391826,"Yes","No","No","No","No",0,1
"255",255,"1 story (new styles)","low density",70,9.03598698483141,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,6,3.98898404656427,1,"Gable","Shingle","Stucco","Stucco","None",0,"2","3","CBlock",3,3,1,"3",6.82762923450285,1,0,5.97380961186926,7.18159194461187,"GasA",2,"Y","SBrkr",7.18159194461187,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",0,0,5,1957,5,1,5.68697535633982,3,3,"Y",5.52545293913178,0,0,0,0,6,2010,"Warranty Deed","Normal",145000,0,2,7.71244383427499,262.8,3.98898404656427,"Yes","No","No","No","No",0,0
"256",256,"2 story newer","low density",66,9.07543660951138,"IR1","Lvl","Inside","Gtl","Gilbert","Normal","1Fam","2 stories",7,5,2.07944154167984,1,"Gable","Shingle","Synthetic","Synthetic","Brick",5.71373280550937,"3","2","PConc",4,3,1,"1",0,1,0,6.88346258641309,6.88346258641309,"GasA",4,"Y","SBrkr",6.91373735065968,7.16006920759613,0,-Inf,0,0,2,1,4,1,5,8,"Typ",1,3,5,1999,5,2,6.06378520868761,3,3,"Y",5.26269018890489,0,0,0,0,2,2006,"Warranty Deed","Normal",230000,1,2,7.7367436824535,286.375,2.07944154167984,"Yes","No","No","No","No",0,0
"257",257,"2 story newer","floating",64,9.08148374985118,"IR1","Lvl","Inside","Gtl","Somerst","Normal","1Fam","2 stories",6,5,1.79175946922805,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"3",6.22257626807137,1,0,5.89164421182577,6.76272950693188,"GasA",4,"Y","SBrkr",6.76272950693188,6.76272950693188,0,-Inf,0,0,2,1,3,1,5,7,"Typ",0,0,5,2003,5,2,6.51323011091231,3,3,"Y",5.37989735354046,4.04305126783455,0,0,0,5,2008,"Warranty Deed","Normal",207500,1,2,7.71020519443253,246.857142857143,1.79175946922805,"Yes","Yes","No","No","No",0,0
"258",258,"1 story (new styles)","low density",68,9.08409664540193,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","1 story",7,5,1.38629436111989,1,"Gable","Shingle","Synthetic","Synthetic","Stone",5.19849703126583,"3","2","PConc",4,3,1,"6",7.19668657083435,1,0,5.6021188208797,7.38087903556412,"GasA",4,"Y","SBrkr",7.38087903556412,0,0,-Inf,1,0,2,1,3,1,5,8,"Typ",1,4,5,2006,5,2,6.49375383985169,3,3,"Y",4.82028156560504,4.70953020131233,0,0,0,3,2009,"Warranty Deed","Abnorml",220000,1,3,7.98548435673382,200.5,1.38629436111989,"Yes","Yes","No","No","No",0,0
"259",259,"2 story newer","low density",80,9.4282703562375,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","2 stories",7,5,2.07944154167984,1,"Gable","Shingle","Synthetic","Synthetic","Brick",5.15329159449778,"3","2","PConc",4,3,1,"6",5.89164421182577,1,0,6.40191719672719,6.87109129461055,"GasA",4,"Y","SBrkr",6.87109129461055,6.72142570079064,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,2001,5,2,6.33682573114644,3,3,"Y",0,4.57471097850338,0,0,0,5,2008,"Warranty Deed","Normal",231500,1,2,7.67461749736436,256,2.07944154167984,"No","Yes","No","Yes","No",0,0
"260",260,"1 story (new styles)","medium-high density",70,9.44951474036292,"Reg","Lvl","Inside","Gtl","OldTown","Normal","1Fam","1 story",5,5,3.97029191355212,1,"Gable","Shingle","Brick","Brick","None",0,"2","2","PConc",0,0,0,"0",0,0,0,0,0,"GasA",3,"Y","FuseA",6.78332520060396,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",0,0,5,1956,5,1,5.73334127689775,3,3,"Y",0,3.8286413964891,0,0,0,12,2008,"Warranty Deed","Normal",97000,0,1,6.78219205600679,220.5,3.97029191355212,"No","Yes","No","No","No",0,0
"261",261,"split","low density",120,9.86765309952691,"Reg","Lvl","Corner","Gtl","NAmes","near street","1Fam","foyer",6,5,3.87120101090789,1,"Gable","Shingle","Stucco","Stucco","Brick",5.99146454710798,"2","2","CBlock",3,3,4,"3",6.51174532964473,5,6.53813982376767,0,7.21744343169653,"GasA",2,"Y","SBrkr",7.23201033166476,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",1,3,5,1991,5,2,6.78558764500793,3,3,"Y",0,0,5.53338948872752,0,0,5,2009,"Warranty Deed","Normal",176000,0,2,7.91717198884578,230.333333333333,2.94443897916644,"No","No","Yes","No","No",0,1
"262",262,"2 story newer","low density",69,9.16826759555427,"IR1","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","2 stories",8,5,0,1,"Gable","Shingle","Concrete","Stucco","Stone",5.6021188208797,"3","2","PConc",5,3,1,"1",0,1,0,7.30182234213793,7.30182234213793,"GasA",4,"Y","SBrkr",7.30182234213793,6.99668148817654,0,-Inf,0,0,2,1,3,1,5,10,"Typ",1,4,5,2007,5,3,6.76734312526539,3,3,"Y",0,5.00394630594546,0,0,0,11,2007,"New Home","Partial",276000,1,2,7.85321638815607,257.4,0,"No","Yes","No","No","No",0,0
"263",263,"split","low density",88,9.04440384443155,"IR1","Lvl","Corner","Gtl","Sawyer","Normal","1Fam","foyer",6,7,3.40119738166216,0,"Gable","Shingle","Ply","Ply","Brick",3.85014760171006,"2","2","CBlock",4,4,3,"5",6.22851100359118,1,0,0,6.22851100359118,"GasA",2,"Y","SBrkr",7.10085190894405,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",1,3,5,1978,5,2,6.20050917404269,3,3,"Y",5.68017260901707,2.56494935746154,0,0,0,7,2006,"Warranty Deed","Normal",151000,0,2,7.4489161025442,202,3.36729582998647,"Yes","Yes","No","No","No",0,1
"264",264,"1.5 stories","medium-high density",50,8.61250337122056,"Reg","Lvl","Corner","Gtl","OldTown","Normal","1Fam","1.5 stories",5,7,4.40671924726425,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"2",5.45958551414416,5,6.5410299991899,0,6.83195356556585,"GasA",2,"Y","SBrkr",6.83195356556585,0,390,1.78653041485268,1,0,1,0,3,1,5,6,"Typ",0,0,5,1974,5,2,6.18414889093748,3,3,"Y",0,0,0,0,0,4,2010,"Warranty Deed","Normal",130000,0,2,7.87549929244521,219.333333333333,3.61091791264422,"No","No","No","No","No",0,0
"265",265,"1 story older","medium-high density",30,8.56254889313703,"IR3","Bnk","Inside","Gtl","OldTown","near street","1Fam","1 story",5,5,4.43081679884331,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",2,3,1,"1",0,1,0,6.52356230614951,6.52356230614951,"GasA",3,"N","FuseP",6.63987583382654,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",0,0,5,1965,5,2,6.22455842927536,3,3,"N",0,0,0,0,0,6,2008,"Warranty Deed","Normal",73000,0,1,6.63856778916652,191,3.78418963391826,"No","No","No","No","No",0,0
"266",266,"1 story (new styles)","low density",78,9.40013394360884,"IR1","Lvl","Inside","Gtl","NWAmes","Normal","1Fam","1 story",6,6,3.3322045101752,1,"Gable","Shingle","Stucco","Stucco","Brick",5.35185813347607,"2","3","CBlock",4,3,1,"6",6.37842618365159,2,5.43372200355424,6.4085287910595,7.26052259808985,"GasA",2,"Y","SBrkr",7.26052259808985,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",1,3,5,1981,5,2,6.3578422665081,3,3,"Y",5.62401750618734,0,0,0,0,6,2008,"Warranty Deed","Normal",175500,0,2,7.71333788887187,203.142857142857,3.3322045101752,"Yes","No","No","No","No",0,1
"267",267,"2 story newer","low density",70,9.32429386205203,"IR1","HLS","FR2","Gtl","Gilbert","Normal","1Fam","2 stories",6,5,2.30258509299405,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",4,3,3,"6",6.57228254269401,1,0,4.48863636973214,6.68835471394676,"GasA",3,"Y","SBrkr",6.68835471394676,6.56526497003536,0,-Inf,1,0,2,1,3,1,5,8,"Typ",1,3,5,1997,5,2,6.02586597382531,3,3,"Y",4.56434819146784,4.33073334028633,0,0,0,6,2006,"Warranty Deed","Normal",185000,1,3,7.70751219460034,188.875,2.30258509299405,"Yes","Yes","No","No","No",0,0
"268",268,"2 story newer","low density",60,9.03598698483141,"Reg","Bnk","Inside","Mod","SWISU","Normal","1Fam","2 stories",5,8,4.24849524204936,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","PConc",3,3,1,"2",5.93753620508243,1,0,5.83773044716594,6.58063913728495,"GasA",4,"Y","SBrkr",6.95939851213398,6.58063913728495,420,1.79883981658637,0,0,2,1,4,1,5,8,"Typ",1,4,5,1939,5,1,5.48479693349065,3,3,"Y",5.57215403217776,3.2188758248682,0,0,0,7,2008,"Warranty Deed","Normal",179500,1,2,8.00302866638473,274,4.24849524204936,"Yes","Yes","No","No","No",0,0
"269",269,"1 story older","medium-high density",71,8.83927669058535,"Reg","Lvl","Inside","Gtl","IDOTRR","Normal","1Fam","1 story",5,6,4.23410650459726,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",3,3,1,"5",6.00141487796115,3,4.83628190695148,5.36129216570943,6.60800062529609,"GasA",4,"Y","SBrkr",6.65801104587075,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",1,4,5,1966,5,1,6.82979373751242,5,5,"Y",0,3.25809653802148,0,0,0,2,2008,"Warranty Deed","Normal",120500,0,1,7.17472430983638,194.5,3.76120011569356,"No","Yes","No","No","No",0,0
"270",270,"1 story (new styles)","low density",69.2,8.97676762517143,"IR1","Lvl","Corner","Gtl","Edwards","Normal","1Fam","1 story",6,7,3.46573590279973,1,"Hip","Shingle","Ply","Ply","Brick",5.16478597392351,"2","3","CBlock",3,4,1,"4",6.62273632394984,1,0,5.97380961186926,7.04228617193974,"GasA",2,"Y","SBrkr",7.01571242048723,0,0,-Inf,1,0,1,1,3,1,5,6,"Typ",1,2,5,1987,5,1,6.22455842927536,3,4,"Y",5.91620206260743,3.43398720448515,0,0,0,5,2007,"Warranty Deed","Normal",148000,1,2,7.53047999524554,185.5,3.04452243772342,"Yes","Yes","No","No","No",0,1
"271",271,"2 story newer","floating",84,9.28061242496151,"Reg","Lvl","Inside","Gtl","Somerst","Normal","1Fam","2 stories",8,5,0,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,2,"1",0,1,0,6.99942246750796,6.99942246750796,"GasA",3,"Y","SBrkr",6.99942246750796,6.73933662735717,0,-Inf,0,0,2,1,3,1,5,8,"Typ",1,4,5,2006,5,3,6.96034772910131,3,3,"Y",5.26269018890489,3.95124371858143,0,0,0,8,2006,"New Home","Partial",266000,1,2,7.56992765524265,242.375,0,"Yes","Yes","No","No","No",0,0
"272",272,"1 story (new styles)","low density",73,10.5739800425313,"IR1","Low","CulDSac","Sev","ClearCr","Normal","1Fam","1 story",7,7,4.00733318523247,0,"Flat","Gravel & Tar","Ply","Ply","None",0,"2","2","CBlock",4,3,4,"2",5.4249500174814,6,6.96979066990159,4.57471097850338,7.23417717974985,"GasA",4,"Y","SBrkr",7.21817683840341,0,0,-Inf,1,0,1,0,2,1,5,5,"Mod",2,3,5,1954,5,2,6.08677472691231,3,3,"Y",4.40671924726425,0,0,0,0,4,2008,"Warranty Deed","Normal",241500,0,2,7.88306935130575,272.6,4.00733318523247,"Yes","No","No","No","No",0,0
"273",273,"2 story newer","low density",92,9.37279929967389,"IR1","Lvl","CulDSac","Gtl","NoRidge","Normal","1Fam","2 stories",8,7,2.484906649788,0,"Gable","Shingle","Synthetic","Synthetic","Brick",5.85507192220243,"3","2","PConc",4,3,1,"6",6.26339826259162,1,0,6.44413125670044,7.05012252026906,"GasA",4,"Y","SBrkr",7.0604763659998,7.00940893270864,0,-Inf,0,0,2,1,4,1,5,9,"Typ",1,4,5,1999,5,3,6.51025834052315,3,3,"Y",4.89034912822175,4.06044301054642,0,0,0,4,2010,"Warranty Deed","Normal",290000,1,2,7.93522953981691,252.222222222222,2.484906649788,"Yes","Yes","No","No","No",0,0
"274",274,"1 story (new styles)","low density",80,9.16951837745593,"Reg","Lvl","Inside","Gtl","NAmes","near street","1Fam","1 story",6,6,3.95124371858143,0,"Hip","Shingle","Stucco","Stucco","Brick",5.21493575760899,"2","2","CBlock",3,3,1,"3",6.43133108193348,2,6.43133108193348,0,7.12367278520461,"GasA",3,"Y","SBrkr",7.39817409297047,0,0,-Inf,1,0,2,0,3,1,5,6,"Min1",1,4,5,1958,5,1,5.82600010738045,3,3,"Y",5.66988092298052,0,0,0,0,4,2009,"Warranty Deed","Normal",139000,0,3,7.96276393016811,272,3.95124371858143,"Yes","No","No","No","No",0,1
"275",275,"1 story (new styles)","low density",76,9.02569611981258,"Reg","Lvl","Corner","Gtl","Mitchel","Normal","1Fam","1 story",5,7,3.25809653802148,1,"Gable","Shingle","Ply","Synthetic","None",0,"2","2","CBlock",3,3,4,"5",6.30444880242198,1,0,5.6021188208797,6.70563909486,"GasA",2,"Y","SBrkr",6.70563909486,0,0,-Inf,0,0,1,0,2,1,5,5,"Typ",0,0,5,1982,5,1,5.57972982598622,3,3,"Y",5.12989871492307,0,0,0,0,6,2007,"Warranty Deed","Normal",124500,0,1,7.21670948670946,163.2,3.25809653802148,"Yes","No","No","No","No",0,0
"276",276,"1.5 stories","low density",55,8.89068592028113,"Reg","Lvl","Inside","Gtl","BrkSide","Normal","1Fam","1.5 stories",7,7,4.44265125649032,0,"Gable","Shingle","Stucco","Stucco","None",0,"3","3","BrkTil",3,3,1,"1",0,1,0,6.8596149036542,6.8596149036542,"GasW",3,"N","SBrkr",6.8596149036542,6.3919171133926,0,-Inf,0,0,2,1,3,1,5,5,"Typ",0,0,5,1978,5,2,6.51174532964473,3,3,"Y",4.31748811353631,0,0,4.97673374242057,0,10,2009,"Warranty Deed","Normal",205000,1,2,7.34471905414967,309.6,3.46573590279973,"Yes","No","No","No","Yes",0,0
"277",277,"1 story (new styles)","low density",129,9.12652388588307,"IR1","Lvl","Inside","Gtl","Mitchel","Normal","1Fam","1 story",7,5,2.07944154167984,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",5,3,1,"1",0,1,0,7.35308192051543,7.35308192051543,"GasA",4,"Y","SBrkr",7.35308192051543,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",0,0,5,2003,5,2,6.35262939631957,3,3,"Y",4.61512051684126,5.01727983681492,0,0,0,4,2010,"Warranty Deed","Normal",201000,0,2,7.35244110024358,222.857142857143,2.07944154167984,"Yes","Yes","No","No","No",0,0
"278",278,"1 story (new styles)","low density",140,9.85943116633921,"Reg","Lvl","Corner","Gtl","Gilbert","Normal","1Fam","1 story",4,5,4.0943445622221,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",3,3,1,"2",4.79579054559674,1,0,6.61338421837956,6.76272950693188,"GasA",4,"Y","SBrkr",6.76272950693188,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",0,0,5,1951,5,2,5.99396142730657,3,3,"Y",0,0,0,0,0,6,2010,"Warranty Deed","Normal",141000,0,1,6.89162589705225,216,4.0943445622221,"No","No","No","No","No",0,0
"279",279,"1 story (new styles)","low density",107,9.57844969354058,"Reg","Lvl","Inside","Gtl","NridgHt","Normal","1Fam","1 story",9,5,0.693147180559945,0,"Gable","Shingle","Concrete","Stucco","Brick",5.75574221358691,"4","2","PConc",5,3,4,"1",0,1,0,7.66011431917393,7.66011431917393,"GasA",4,"Y","SBrkr",7.66011431917393,0,0,-Inf,0,0,2,1,3,1,5,8,"Typ",1,5,5,2007,5,3,6.59714570188665,3,3,"Y",4.8283137373023,4.59511985013459,0,4.96284463025991,0,5,2007,"New Home","Partial",415298,1,2,7.65964295456468,265.125,0,"Yes","Yes","No","No","Yes",0,0
"280",280,"2 story newer","low density",83,9.21084024701783,"Reg","Lvl","Inside","Gtl","ClearCr","Normal","1Fam","2 stories",7,5,3.46573590279973,1,"Hip","Shingle","Ply","Ply","Brick",5.7037824746562,"2","2","CBlock",4,3,1,"4",5.97380961186926,1,0,6.64509096950564,7.05703698169789,"GasA",4,"Y","SBrkr",7.05358572719368,6.76503897678054,0,-Inf,0,0,2,1,4,1,5,8,"Typ",1,3,5,1977,5,2,6.22653666928747,3,3,"Y",5.66642668811243,4.77068462446567,0,0,0,3,2008,"Warranty Deed","Normal",192000,1,2,7.78904040165748,252.75,3.46573590279973,"Yes","Yes","No","No","No",0,0
"281",281,"2 story newer","low density",82,9.33140689995563,"Reg","Lvl","Inside","Gtl","SawyerW","Normal","1Fam","2 stories",7,6,2.94443897916644,1,"Gable","Shingle","Ply","Ply","Brick",5.83188247728352,"3","2","CBlock",4,3,3,"6",6.04500531403601,1,0,5.95842469302978,6.69456205852109,"GasA",3,"Y","SBrkr",7.06987412845857,6.69456205852109,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1989,5,2,6.35610766069589,3,3,"Y",0,4.44265125649032,0,0,0,1,2007,"Warranty Deed","Normal",228500,1,2,7.78447323573647,283.142857142857,2.94443897916644,"No","Yes","No","Yes","No",0,0
